η Aur,η,,32630,23767,05h 06m 30.87s,+41° 14′ 04.7″,3.18,-0.96,219,B3V,"Haedus II, Hoedus II, Haedus, Maha-Sim",auriga
ζ Aur,ζ,,32068,23453,05h 02m 28.68s,+41° 04′ 33.2″,3.69,-3.22,787,K4II comp,"Sadatoni, Saclateni, Haedus I, Hoedus I; eclipsing binary; Algol variable, ΔV = 0.27m, P = 972.151 d",auriga
δ Aur,δ,,40035,28358,05h 59m 31.55s,+54° 17′ 05.9″,3.72,0.55,140,K0III,"Prajapati, Praja",auriga
ν Aur,ν,,39003,27673,05h 51m 29.39s,+39° 08′ 54.5″,3.97,-0.13,215,K0III,,auriga
π Aur,π,,40239,28404,05h 59m 56.10s,+45° 56′ 12.3″,4.3,-2.76,840,M3IIvar,,auriga
κ Aur,κ,,43039,29696,06h 15m 22.74s,+29° 29′ 55.4″,4.32,0.75,169,G8IIIvar,,auriga
τ Aur,τ,,38656,27483,05h 49m 10.46s,+39° 10′ 52.1″,4.51,0.44,213,G8III,,auriga
16 Aur,,,34334,24727,05h 18m 10.55s,+33° 22′ 19.2″,4.54,0.26,234,K3III...,,auriga
λ Aur,λ,,34411,24813,05h 19m 08.08s,+40° 06′ 02.4″,4.69,4.18,41,G0V,Al Hurr[1],auriga
χ Aur,χ,,36371,25984,05h 32m 43.67s,+32° 11′ 31.3″,4.71,-5.77,4075,B5Iab,,auriga
υ Aur,υ,,38944,27639,05h 51m 02.41s,+37° 18′ 20.5″,4.72,-1.1,475,M1III,,auriga
2 Aur,,,30834,22678,04h 52m 38.00s,+36° 42′ 11.5″,4.79,-1.39,561,K3III,,auriga
ψ2 Aur,ψ2,,47174,31832,06h 39m 19.83s,+42° 29′ 20.4″,4.8,-0.81,432,K3III,part of Dolones (ψ Aur)[1],auriga
μ Aur,μ,,33641,24340,05h 13m 25.73s,+38° 29′ 04.8″,4.82,1.33,162,A4m,,auriga
63 Aur,,,54716,34752,07h 11m 39.29s,+39° 19′ 14.0″,4.91,-0.86,464,K4II-III,,auriga
ψ1 Aur,ψ1,,44537,30520,06h 24m 53.90s,+49° 17′ 16.4″,4.92,-5.43,3835,K5Iabvar,part of Dolones (ψ Aur)[1],auriga
ω Aur,ω,,31647,23179,04h 59m 15.38s,+37° 53′ 25.7″,4.93,1.49,159,A1V,"Binary, associated to EUVE J0459+37.8 is UV-emission source",auriga
ξ Aur,ξ,,39283,27949,05h 54m 50.79s,+55° 42′ 24.9″,4.96,0.62,241,A2V,,auriga
9 Aur,,V398,32537,23783,05h 06m 40.66s,+51° 35′ 53.3″,4.98,2.89,85,F0V,"V398 Aurigae, Gamma Doradus variable, Vmax = 4.93m, Vmin = 5.03m, P = 1.25804 d",auriga
ψ7 Aur,ψ7,,49520,32844,06h 50m 45.96s,+41° 46′ 53.6″,4.99,-0.25,364,K3III,part of Dolones (ψ Aur)[1],auriga
KW Aur,,,33959,24504,05h 15m 24.41s,+32° 41′ 15.3″,5.01,0.43,269,A9IV,"δ Sct variable, Vmax = 4.95m, Vmin = 5.08m, P = 0.088088 d; multiple star system",auriga
σ Aur,σ,,35186,25292,05h 24m 39.14s,+37° 23′ 07.4″,5.02,-0.97,513,K4III,,auriga
ψ4 Aur,ψ4,,47914,32173,06h 43m 05.01s,+44° 31′ 28.3″,5.04,0.18,306,K5III,part of Dolones (ψ Aur)[1],auriga
19 Aur,,,34578,24879,05h 20m 00.92s,+33° 57′ 29.0″,5.05,-4.82,3075,A5IIvar,,auriga
φ Aur,φ,,35620,25541,05h 27m 38.89s,+34° 28′ 33.6″,5.08,-0.37,400,K4IIIp,,auriga
65 Aur,,,57264,35710,07h 22m 02.69s,+36° 45′ 38.3″,5.12,0.84,235,K0III,,auriga
ρ Aur,ρ,,34759,25048,05h 21m 48.41s,+41° 48′ 16.8″,5.22,-1.25,642,B5V,,auriga
ψ6 Aur,ψ6,,48781,32562,06h 47m 39.58s,+48° 47′ 22.1″,5.22,-0.35,424,K1III,part of Dolones (ψ Aur)[1],auriga
66 Aur,,,57669,35907,07h 24m 08.47s,+40° 40′ 20.8″,5.23,-1.51,728,K0III,,auriga
ψ5 Aur,ψ5,,48682,32480,06h 46m 44.34s,+43° 34′ 37.3″,5.24,4.15,54,G0V,part of Dolones (ψ Aur)[1],auriga
49 Aur,,,46553,31434,06h 35m 12.06s,+28° 01′ 20.4″,5.26,-0.42,447,A0Vnn,,auriga
45 Aur,,,43905,30247,06h 21m 46.11s,+53° 27′ 08.6″,5.34,1.56,186,F5III...,,auriga
ψ3 Aur,ψ3,,47100,31789,06h 38m 49.19s,+39° 54′ 09.3″,5.34,-1.49,758,B8III,part of Dolones (ψ Aur)[1],auriga
40 Aur,,,41357,28946,06h 06m 35.09s,+38° 28′ 58.0″,5.36,0.01,380,A4m,,auriga
IQ Aur,,IQ,34452,24799,05h 19m 00.02s,+33° 44′ 54.5″,5.38,-0.31,448,A0p...,"α² CVn variable, Vmax = 5.35m, Vmin = 5.43m, P = 2.466 d",auriga
26 Aur,,,37269,26536,05h 38m 38.10s,+30° 29′ 32.8″,5.4,-0.29,447,A2V + GIII,,auriga
UU Aur,,UU,46687,31579,06h 36m 32.84s,+38° 26′ 44.0″,5.4,-3.32,1811,C5II,"semiregular variable, Vmax = 4.9m, Vmin = 7.0m, P = 441 d",auriga
ο Aur,ο,,38104,27196,05h 45m 54.05s,+49° 49′ 34.6″,5.46,-0.39,482,A0p...,,auriga
PU Aur,,PU,34269,24738,05h 18m 15.68s,+42° 47′ 31.9″,5.55,-1.09,694,M4III,"irregular variable, Vmax = 5.55m, Vmin = 5.78m",auriga
HD 34790,,,34790,25001,05h 21m 12.69s,+29° 34′ 11.6″,5.66,1,278,A1Vs,,auriga
51 Aur,,,47070,31771,06h 38m 39.55s,+39° 23′ 28.0″,5.7,0.76,317,K5III,,auriga
36 Aur,,V444,40394,28499,06h 00m 58.56s,+47° 54′ 07.1″,5.71,-1.77,1022,B9.5p SiFe,"V444 Aur; α² CVn variable, Vmax = 5.70m, Vmin = 5.74m, P = 14.368 d",auriga
RT Aur,,RT,45412,30827,06h 28m 34.09s,+30° 29′ 35.1″,5.75,-2.65,1560,F5.5Ibv,"Cepheid variable, Vmax = 5.00m, Vmin = 5.82m, P = 3.72849 d",auriga
53 Aur,,,47152,31737,06h 38m 23.02s,+28° 59′ 03.8″,5.76,0.2,421,B9npe...,,auriga
41 Aur A,,,42126,29388,06h 11m 36.58s,+48° 42′ 40.0″,5.78,0.88,311,A3V+...,binary star,auriga
WW Aur,,WW,46052,31173,06h 32m 27.20s,+32° 27′ 17.8″,5.82,1.19,275,A3m + A3m,"Algol variable, ΔV = 0.68m, P = 2.52502 d",auriga
HD 30453,,,30453,22407,04h 49m 19.06s,+32° 35′ 17.8″,5.84,0.78,336,A8m,,auriga
ψ9 Aur,ψ9,,50658,33377,06h 56m 32.06s,+46° 16′ 26.4″,5.85,-1.17,825,B8III,part of Dolones (ψ Aur)[1],auriga
64 Aur,,,56221,35341,07h 18m 02.22s,+40° 53′ 00.1″,5.87,1.3,268,A5Vn,,auriga
47 Aur,,,45466,30972,06h 30m 02.98s,+46° 41′ 07.9″,5.88,-0.18,530,K4III,,auriga
39 Aur,,,41074,28823,06h 05m 03.42s,+42° 58′ 55.1″,5.9,2.34,168,F3V,,auriga
5 Aur,,,31761,23261,05h 00m 18.35s,+39° 23′ 40.9″,5.95,2.33,173,F5V,,auriga
V433 Aur,,V433,37367,26606,05h 39m 18.31s,+29° 12′ 54.8″,5.98,-1.81,1177,B2IV-V,"long-period pulsating variable, ΔV = 0.04m, P = 4.6382 d",auriga
AE Aur,,AE,34078,24575,05h 16m 18.15s,+34° 18′ 44.0″,5.99,-2.26,1455,O9.5Vvar,"runaway star; Orion variable, Vmax = 5.78m, Vmin = 6.08m",auriga
V394 Aur,,V394,41429,28930,06h 06m 22.44s,+29° 30′ 44.7″,6.01,-1.18,893,M3II comp,"semiregular variable, Vmax = 6.01m, Vmin = 6.11m, P = 32.896 d",auriga
54 Aur,,,47395,31852,06h 39m 33.12s,+28° 15′ 47.4″,6.02,-0.67,709,B7III,,auriga
62 Aur,,,51440,33614,06h 59m 02.88s,+38° 03′ 09.4″,6.02,-0.31,603,K2III,,auriga
38 Aur,,,40801,28677,06h 03m 17.87s,+42° 54′ 42.8″,6.08,1.56,261,K0III,,auriga
41 Aur B,,,42127,0,06h 11m 36.60s,+48° 42′ 40.0″,6.09,0,0,,component of the 41 Aur system,auriga
59 Aur,,OX,50018,33041,06h 53m 01.41s,+38° 52′ 08.9″,6.1,0.04,530,F2V,"OX Aur; δ Sct variable, Vmax = 5.94m, Vmin = 6.14m, P = 0.154412 d",auriga
AR Aur,,AR,34364,24740,05h 18m 18.89s,+33° 46′ 02.7″,6.15,0.72,398,B9.5V,"Algol variable, Vmax = 6.15m, Vmin = 6.82m, P = 4.13465 d",auriga
V352 Aur,,V352,50420,33269,06h 55m 14.66s,+43° 54′ 36.2″,6.16,-0.97,869,A9III,"δ Sct variable, Vmax = 6.13m, Vmin = 6.18m, P = 0.17 d",auriga
HD 35519,,,35519,25476,05h 26m 54.33s,+35° 27′ 26.3″,6.17,-0.31,644,K2,Star in Cluster NGC 1912 and NGC 1907,auriga
V538 Aur,,V538,37394,26779,05h 41m 20.33s,+53° 28′ 56.4″,6.21,5.77,40,K1V,"BY Draconis variable, ΔV = 0.04m, P = 10.86 d",auriga
NO Aur,,NO,37536,26718,05h 40m 42.05s,+31° 55′ 14.2″,6.23,-1.89,1370,M2SIab,"S star type; irregular variable, Vmax = 6.06m, Vmin = 6.44m",auriga
V440 Aur,,V440,39045,27661,05h 51m 25.74s,+32° 07′ 28.9″,6.28,0.03,580,M3III,"irregular variable, Vmax = 6.24m, Vmin = 6.37m",auriga
60 Aur,,,50037,33064,06h 53m 13.37s,+38° 26′ 18.4″,6.32,2.23,214,F5V:,,auriga
43 Aur,,,43380,29949,06h 18m 16.86s,+46° 21′ 38.7″,6.33,1.2,346,K2III,,auriga
HD 36041,,,36041,25810,05h 30m 45.07s,+39° 49′ 33.6″,6.38,0.63,460,G9III,,auriga
35 Cam,,,40873,28765,06h 04m 29.11s,+51° 34′ 24.6″,6.39,0.98,394,A7III,,auriga
HD 33463,,,33463,24193,05h 11m 38.31s,+29° 54′ 13.1″,6.42,-1.31,1144,M2III,,auriga
34 Cam,,,40062,28385,05h 59m 45.83s,+55° 19′ 15.9″,6.42,1.32,342,A5m,,auriga
22 Aur,,,35076,25192,05h 23m 22.86s,+28° 56′ 12.6″,6.45,0.15,593,B9Vs,,auriga
6 Aur,,,31780,23268,05h 00m 23.21s,+39° 39′ 16.8″,6.46,-1.45,1244,K5III,,auriga
ψ8 Aur,ψ8,,50204,33133,06h 53m 57.07s,+38° 30′ 18.3″,6.46,-0.56,825,B9.5sp...,part of Dolones (ψ Aur)[1],auriga
V403 Aur,,V403,39743,28162,05h 57m 04.90s,+49° 01′ 46″,6.47,0.21,583,G8III,"RS CVn variable, ΔV = 0.19m, P = 73.1 d",auriga
18 Aur,,,34499,24832,05h 19m 23.72s,+33° 59′ 07.6″,6.49,2.2,235,A7V,,auriga
42 Aur,,,43244,29884,06h 17m 34.68s,+46° 25′ 26.1″,6.53,2.24,235,F0V,,auriga
HD 40979,,,40979,28767,06h 04m 29.94s,+44° 15′ 37.6″,6.74,4.13,109,F8V,has a planet (b),auriga
LY Aur,,LY,35921,25733,05h 29m 42.6511s,+35° 22′ 30.089″,6.85,-2.09,2000,O9.5+O9.5eaII-III,"Beta Lyrae variable, Vmax = 6.66m, Vmin = 7.35m, P = 4.00249 d",auriga
12 Aur,,,33988,0,05h 16m 27.10s,+46° 24′ 56.0″,6.9,0,0,B5,,auriga
25 Cam,,,37735,27027,05h 43m 58.59s,+54° 51′ 53.4″,6.94,0.25,709,A0,,auriga
AB Aur,,AB,31293,22910,04h 55m 45.84s,+30° 33′ 04.29″,7.06,1.27,469,A0Vpe,"Orion variable, Vmax = 6.3m, Vmin = 8.4m; has a dust disk in which planets or brown dwarves may be forming",auriga
33 Cam,,,39724,28214,05h 57m 40.57s,+55° 39′ 24.1″,7.15,0.39,734,A0,,auriga
V420 Aur,,V420,34921,25114,05h 22m 35.2305s,+37° 40′ 33.629″,7.45,-4.5,8000,B0IVpe,"high mass X-ray Binary; Be star; variable, Vmax = 7.42m, Vmin = 7.53m",auriga
EO Aur,,EO,34333,24744,05h 18m 21.0655s,+36° 37′ 55.336″,7.83,0.001,1200,B5,"Algol variable, Vmax = 7.56m, Vmin = 8.13m, P = 4.06565 d",auriga
HD 45350,,,45350,30860,06h 28m 45.71s,+38° 57′ 46.7″,7.88,4.43,160,G5IV,has a planet (b),auriga
HD 43691,,,43691,30057,06h 19m 34.68s,+41° 05′ 32.3″,8.03,3.18,304,G0IV-V,has a planet (b),auriga
HD 49674,,,49674,32916,06h 51m 30.52s,+40° 52′ 03.9″,8.1,5.05,133,G5V,has a planet (b),auriga
MZ Aur,,MZ,34626,24938,05h 20m 33.0354s,+36° 37′ 56.031″,8.16,-2.28,4000,B1.5IVnp,"Be star; variable, Vmax = 8.14m, Vmin = 8.30m",auriga
IU Aur,,IU,35652,25565,05h 27m 52.4005s,+34° 46′ 58.25″,8.39,1.73,700,B3Vnne,"spectroscopic binary; Beta Lyrae variable, Vmax = 8.19m, Vmin = 8.89m, P = 1.81147 d",auriga
HD 42012,,,42012,29242,05h 27m 52.4005s,+34° 46′ 58.25″,8.44,0,121,K0,has a planet (b),auriga
V423 Aur,,V423,34986,25178,05h 23m 10.0664s,+35° 42′ 32.272″,8.68,-3.85,9000,B8,"semi-regular pulsating star, Vmax = 8.63m, Vmin = 8.79m",auriga
KELT-2A,,,42176,29301,06h 10m 39s,+30° 57′ 25″,8.77,3.23,419,F7V,has a transiting planet KELT-2Ab,auriga
WASP-12,,,0,0,06h 30m 33.0s,+29° 40′ 20″,11.69,3.54,1393,G0,has two transiting planet (b & c),auriga
HAT-P-9,,,0,0,07h 20m 40.479s,+37° 08′ 26.17″,12.34,3.93,1564.8,F,has a transiting planet HAT-P-9b,auriga
NX Aur,,NX,0,0,05h 23m 04.262s,+33° 28′ 46.43″,14.1,1.1,13000,B4Ve,PMS star in NGC 1893,auriga
GD 66,,,0,0,05h 20m 38.31s,+30° 48′ 24.1″,15.56,12.02,166,DA,"white dwarf, has a possible planet",auriga
Arcturus,α,,124897,69673,14h 15m 40.35s,+19° 11′ 14.2″,-0.05,-0.31,37,K2IIIp,"Alramech, Al Simak Al Ramih, Al Simak Lanceator;[1] 3rd brightest star, variable",bootes
ε Boo,ε,,129988,72105,14h 44m 59.25s,+27° 04′ 27.0″,2.35,-1.69,210,A0,"Izar, Mirak, Pulcherrima, Mintek al Aoua, Cingulum Latratoris;[1] binary star",bootes
η Boo,η,,121370,67927,13h 54m 41.12s,+18° 23′ 54.9″,2.68,2.41,37,G0IV,"Muphrid, Ramih al Ramih, Lancea Lanceator[1]",bootes
ε Boo2,ε,,129989,0,14h 44m 59.20s,+27° 04′ 27.0″,2.7,0,0,,component of the ε Boo system,bootes
γ Boo,γ,,127762,71075,14h 32m 04.76s,+38° 18′ 28.4″,3.04,0.96,85,A7IIIvar,"Seginus, Menkib al Aoua al Aisr, Humerus Sinister Latratoris;[1] δ Sct variable, Vmax = 3.02m, Vmin = 3.07m, P = 0.290314 d",bootes
δ Boo,δ,,135722,74666,15h 15m 30.10s,+33° 18′ 54.4″,3.46,0.69,117,G8III,Princeps.[2],bootes
β Boo,β,,133208,73555,15h 01m 56.79s,+40° 23′ 26.3″,3.49,-0.64,219,G8III,"Nekkar, Meres",bootes
ρ Boo,ρ,,127665,71053,14h 31m 49.86s,+30° 22′ 16.1″,3.57,0.27,149,K3III,,bootes
ζ Boo,ζ,,129246,71795,14h 41m 08.92s,+13° 43′ 42.0″,3.78,0.06,180,A3IVn,double star,bootes
θ Boo,θ,,126660,70497,14h 25m 12.02s,+51° 51′ 06.2″,4.04,3.22,48,F7V,Asellus Primus[3],bootes
υ Boo,υ,,120477,67459,13h 49m 28.70s,+15° 47′ 52.1″,4.05,-0.33,245,K5IIIvar,,bootes
λ Boo,λ,,125162,69732,14h 16m 23.18s,+46° 05′ 16.5″,4.18,1.81,97,A0sh,Xuángē (玄戈)[4],bootes
μ1 Boo,μ1,,137391,75411,15h 24m 29.54s,+37° 22′ 37.1″,4.31,1.46,121,F0V,Alkalurops; double star,bootes
ζ Boo2,ζ,,129247,0,14h 41m 08.90s,+13° 43′ 42.0″,4.43,0,0,,,bootes
σ Boo,σ,,128167,71284,14h 34m 40.69s,+29° 44′ 41.3″,4.47,3.52,50,F3Vwvar,,bootes
π1 Boo,π1,,129174,71762,14h 40m 43.56s,+16° 25′ 05.9″,4.49,-0.45,317,B9p MnHg,binary star,bootes
τ Boo,τ,,120136,67275,13h 47m 16.04s,+17° 27′ 24.4″,4.5,3.53,51,F7V,has a planet (b),bootes
ψ Boo,ψ,,133582,73745,15h 04m 26.86s,+26° 56′ 51.6″,4.52,0.1,250,K2III,,bootes
κ2 Boo,κ2,,124675,69483,14h 13m 28.95s,+51° 47′ 24.0″,4.53,1.14,155,A8IV,"Asellus Tertius;[3] binary star; δ Sct variable, Vmax = 4.50m, Vmin = 4.58m, P = 0.06479 d",bootes
ξ Boo,ξ,,131156,72659,14h 51m 23.28s,+19° 06′ 02.3″,4.54,5.41,22,G8V + K4V,"BY Dra variable, Vmax = 4.52m, Vmin = 4.67m, P = 10.137 d",bootes
ο Boo,ο,,129972,72125,14h 45m 14.50s,+16° 57′ 51.9″,4.6,0.4,225,K0III,,bootes
ι Boo,ι,,125161,69713,14h 16m 10.07s,+51° 22′ 01.3″,4.75,2.38,97,A9V,"Asellus Secundus;[3] binary star, triple star; δ Sct variable, Vmax = 4.73m, Vmin = 4.78m, P = 0.027 d",bootes
HD 125351,A,,125351,69879,14h 17m 59.82s,+35° 30′ 34.1″,4.8,0.63,223,K1III,spectroscopic binary,bootes
W Boo,,,129712,71995,14h 43m 25.37s,+26° 31′ 40.4″,4.8,-2.38,888,M3III,"semiregular variable, Vmax = 4.49m, Vmin = 5.40m, P = 25 d",bootes
ω Boo,ω,,133124,73568,15h 02m 06.51s,+25° 00′ 29.7″,4.8,-0.41,359,K4III,,bootes
12 Boo,d,,123999,69226,14h 10m 23.95s,+25° 05′ 30.6″,4.82,2,120,F9IVw,,bootes
44 Boo,i,,133640,73695,15h 03m 47.68s,+47° 39′ 14.5″,4.83,4.3,42,G2V + G2V,"W UMa variable, Vmax = 4.70m, Vmin = 4.86m, P = 0.267819 d",bootes
20 Boo,,,125560,70027,14h 19m 45.32s,+16° 18′ 24.5″,4.84,1.01,190,K3III,,bootes
HD 126128,,,126128,70327,14h 23m 22.74s,+08° 26′ 47.9″,4.86,0.76,215,A0V,,bootes
31 Boo,,,129312,71832,14h 41m 38.76s,+08° 09′ 42.3″,4.86,-1.38,576,G8IIIvar,,bootes
6 Boo,e,,120539,67480,13h 49m 42.82s,+21° 15′ 50.6″,4.92,-0.34,368,K4III,,bootes
45 Boo,c,,134083,73996,15h 07m 17.95s,+24° 52′ 10.5″,4.93,3.46,64,F5V,,bootes
ν2 Boo,ν2,,138629,76041,15h 31m 46.99s,+40° 53′ 57.7″,4.98,-0.62,430,A5V,,bootes
9 Boo,,,121710,68103,13h 56m 34.16s,+27° 29′ 31.9″,5.02,-1.47,648,K3IIIvar,,bootes
ν1 Boo,ν1,,138481,75973,15h 30m 55.75s,+40° 49′ 59.0″,5.04,-2.1,872,K5III,,bootes
BY Boo,,BY,123657,69038,14h 07m 55.75s,+43° 51′ 16.3″,5.13,-0.64,465,M4.5:III,"irregular variable, Vmax = 4.98m, Vmin = 5.33m",bootes
φ Boo,φ,,139641,76534,15h 37m 49.55s,+40° 21′ 11.8″,5.25,1.76,163,G8III-IV,,bootes
CF Boo,,CF,123782,69068,14h 08m 17.36s,+49° 27′ 28.9″,5.26,-0.9,556,M2III,"irregular variable, Vmax = 5.20m, Vmin = 5.30m",bootes
χ Boo,χ,,135502,74596,15h 14m 29.21s,+29° 09′ 51.2″,5.28,1.07,226,A2V,,bootes
15 Boo,,,124679,69612,14h 14m 50.86s,+10° 06′ 03.6″,5.29,0.82,255,K1III,,bootes
50 Boo,,,136849,75178,15h 21m 48.61s,+32° 56′ 01.2″,5.38,0.98,247,B9Vn,,bootes
33 Boo,,,129002,71618,14h 38m 50.28s,+44° 24′ 16.4″,5.39,1.49,197,A1V,,bootes
22 Boo,f,,126661,70602,14h 26m 27.41s,+19° 13′ 36.6″,5.4,0.68,286,F0m,,bootes
18 Boo,,,125451,69989,14h 19m 16.22s,+13° 00′ 15.8″,5.41,3.33,85,F5IV,,bootes
BP Boo,,BP,140728,76957,15h 42m 50.82s,+52° 21′ 39.0″,5.48,0.54,317,B9p...,"α2 CVn variable, ΔV = 0.02m, P = 1.30488 d",bootes
14 Boo,,,124570,69536,14h 14m 05.33s,+12° 57′ 34.5″,5.53,2.92,108,F6IV,,bootes
32 Boo,,,129336,71837,14h 41m 43.62s,+11° 39′ 39.4″,5.55,0.19,385,G8III,,bootes
HD 118889,,,118889,66640,13h 39m 34.68s,+10° 44′ 46.7″,5.57,1.93,175,F0V,,bootes
24 Boo,g,,127243,70791,14h 28m 38.09s,+49° 50′ 41.9″,5.58,0.7,308,G3IV,has a planet (b),bootes
47 Boo,k,,133962,73841,15h 05m 25.89s,+48° 09′ 03.2″,5.59,1.08,260,A1V,,bootes
2 Boo,,,119126,66763,13h 41m 02.36s,+22° 29′ 45.0″,5.63,0.66,322,G9III,,bootes
40 Boo,,,132772,73369,14h 59m 36.97s,+39° 15′ 54.8″,5.64,2.13,164,F1III-IV,,bootes
46 Boo,b,,134320,74087,15h 08m 23.78s,+26° 18′ 04.3″,5.67,0.12,420,K2III,,bootes
39 Boo,,,131041,72524,14h 49m 41.36s,+48° 43′ 14.0″,5.68,1.44,229,F6V+...,,bootes
7 Boo,,,121107,67787,13h 53m 12.95s,+17° 55′ 58.3″,5.71,-0.9,683,G5III,,bootes
1 Boo,,,119055,66727,13h 40m 40.50s,+19° 57′ 20.4″,5.73,0.89,303,A1V,,bootes
CH Boo,,CH,128333,71280,14h 34m 39.66s,+49° 22′ 05.6″,5.74,-1.16,782,M1III,"irregular variable, ΔV = ~0.04m",bootes
10 Boo,,,121996,68276,13h 58m 38.93s,+21° 41′ 46.8″,5.76,-0.08,480,A0Vs,,bootes
38 Boo,h,,130945,72487,14h 49m 18.68s,+46° 06′ 59.0″,5.76,2.41,153,F7IVw,Merga,bootes
EK Boo,,EK,130144,72208,14h 46m 06.00s,+15° 07′ 54.3″,5.78,-1.44,908,M5III,"irregular variable, ΔV = ~0.38m",bootes
CY Boo,,CY,125180,69829,14h 17m 28.44s,+15° 15′ 48.1″,5.84,-1.62,1012,M3III,"＝ 101 Vir; semiregular variable, Vmax = 5.74m, Vmin = 5.90m, P = 23 d",bootes
HP Boo,,HP,130948,72567,14h 50m 15.72s,+23° 54′ 42.4″,5.86,4.59,58,G2V,"BY Draconis variable, ΔV = 0.03m, P = 7.85 d",bootes
π2 Boo,π2,,129175,0,14h 40m 43.90s,+16° 25′ 04.0″,5.88,0,0,,component of the π Boo system,bootes
26 Boo,,,127739,71115,14h 32m 32.62s,+22° 15′ 35.9″,5.91,2.35,168,F2IV,,bootes
4 G. Boo,,,126200,70384,14h 24m 00.88s,+08° 14′ 38.4″,5.94,0.58,384,A3V,Algol variable,bootes
3 Boo,,,120064,67239,13h 46m 43.33s,+25° 42′ 08.6″,5.97,1.36,272,F6IV-V,,bootes
CN Boo,,CN,124953,0,14h 16m 04.20s,+18° 54′ 43.0″,5.98,0,0,A8III,"δ Sct variable, ΔV = 0.03m, P = 0.04 d",bootes
1 G. Boo,,,122365,68498,14h 01m 20.41s,+08° 53′ 41.7″,5.98,1.25,288,A2V,,bootes
DE Boo,,DE,131511,72848,14h 53m 24.04s,+19° 09′ 08.2″,6,5.69,38,K2V,"RS CVn variable, Vmax = 5.97m, Vmin = 6.04m, P = 10.39 d",bootes
HD 122563,,,122563,68594,14h 02m 31.96s,+09° 41′ 10.6″,6.18,-0.94,867,F8IV,extremely metal-poor giant,bootes
5 G. Boo,,,126271,70414,14h 24m 18.34s,+08° 05′ 05.4″,6.19,0.95,363,K4III,,bootes
11 Boo,,,122405,68478,14h 01m 10.53s,+27° 23′ 11.6″,6.23,1.14,340,A7III,,bootes
2 G. Boo,,,122744,68687,14h 03m 36.79s,+07° 32′ 46.4″,6.25,0.64,432,G9III,,bootes
BX Boo,,BX,133029,73454,15h 00m 38.73s,+47° 16′ 38.7″,6.35,0.53,477,B9p SiSrCr,"α2 CVn variable, Vmax = 6.33m, Vmin = 6.41m, P = 2.88813 d",bootes
CI Boo,,CI,126009,70236,14h 22m 14.03s,+29° 22′ 11.9″,6.5,-0.19,709,MIII,"irregular variable, Vmax = 6.23m, Vmin = 6.57m",bootes
μ2 Boo,μ2,,137392,75415,15h 24m 30.97s,+37° 20′ 49.5″,6.51,3.65,122,G1V,component of the μ Boo system,bootes
κ1 Boo,κ1,,124674,69481,14h 13m 27.75s,+51° 47′ 16.4″,6.62,2.73,196,F1V,component of the κ Boo system,bootes
HD 141399,,,141399,77301,15h 46m 54.0s,+46° 59′ 11″,7.2,4.41,118,K0V,"has four planets (b, c, d & e)",bootes
HD 128311,,,128311,71395,14h 36m 00.56s,+09° 44′ 47.5″,7.48,6.38,54,K0V,has two planets (b & c),bootes
HD 122562,,,122562,68578,14h 02m 21.0s,+20° 52′ 53″,7.69,4.04,175,G5,has a planet (b),bootes
HD 136418,,,136418,74961,15h 19m 06.18s,+41° 43′ 59.5″,7.88,2.74,347,G5III,has a planet (b),bootes
HD 131496,,,131496,72845,14h 53m 23s,+18° 14′ 07″,7.96,2.75,359,K0,has a planet (b),bootes
HD 134113,,,134113,74033,15h 07m 47.0s,+08° 52′ 47″,8.26,3.97,235,F9V,has a planet (b),bootes
HD 132406,,,132406,73146,14h 56m 54.65s,+53° 22′ 55.8″,8.45,4.19,231,G0V,has a planet (b),bootes
HD 132563 B,,,132563,0,14h 58m 21s,+44° 02′ 36″,9.47,4.56,313,,has a planet (HD 132563 B b),bootes
WASP-14,,,0,0,14h 33m 06.3549s,+21° 53′ 40.978″,9.745,3.725,521.6,F5V,has a transiting planet WASP-14b,bootes
BD+36°2593,,,0,0,15h 19m 57.93s,+36° 13′ 46.8″,11.2,3.6,1010,F,has a transiting planet HAT-P-4b,bootes
R Boo,,R,128609,71490,14h 37m 11.70s,+26° 44′ 10.0″,11.7,3.16,1664,M4e,"Mira variable, Vmax = 6.0m, Vmin = 13.3m, P = 223.11 d",bootes
WASP-113,,,0,0,14h 59m 29.0s,+46° 57′ 36″,11.8,4.02,1174,G1,has a transiting planet (b),bootes
HAT-P-44,,,0,0,14h 12m 35.0s,+47° 00′ 53″,13.21,5.35,1220,,has two transiting planet (b and c),bootes
α Cae,α,,29875,21770,04h 40m 33.82s,-41° 51′ 48.9″,4.44,2.92,66,F2IV,"binary star; suspected δ Sct variable, Vmax = 4.44m, Vmin = 4.47m",caelum
γ1 Cae,γ1,,32831,23595,05h 04m 24.31s,-35° 28′ 58.3″,4.55,0.78,185,K2III,binary star,caelum
β Cae,β,,29992,21861,04h 42m 03.45s,-37° 08′ 41.2″,5.04,2.83,90,F3V,,caelum
δ Cae,δ,,28873,21060,04h 30m 50.10s,-44° 57′ 13.5″,5.07,-1.62,710,B2IV-V,Suspected variable star,caelum
HD 30080,,,30080,21958,04h 43m 09.31s,-30° 45′ 55.4″,5.66,-1.14,748,K3III,,caelum
HD 31093,,,31093,22573,04h 51m 28.20s,-34° 54′ 22.4″,5.82,1.1,286,A2/A3V,binary star,caelum
